@800 context (u1)
@1535698821521 s2 (ds8,130)
@1535698821550 s1 (ds3,163,163)
@1535698821586 s5 (79)
@1535698821621 s4 (90)
@1535698821666 s3 (ds4,176)
@1535698821743 s2 (ds2,163)
@1535698821822 s5 (179)
@1535698821826 s4 (155)
@1535698821840 s1 (ds8,194,194)
@1535698821949 s3 (ds10,77)
@1535698822019 s2 (ds9,56)
@1535698822028 s5 (62)
@1535698822050 s4 (55)
@1535698822071 s1 (ds4,199,199)
@1535698822173 s3 (ds5,149)
@1535698822238 s5 (187)
@1535698822283 s2 (ds4,179)
@1535698822292 s1 (ds6,143,143)
@1535698822331 s4 (177)
@1535698822463 s3 (ds8,128)
@1535698822489 s2 (ds2,110)
@1535698822524 s5 (198)
@1535698822560 s4 (132)
@1535698822561 s1 (ds8,120,120)
@1535698822672 s3 (ds9,143)
@1535698822768 s5 (169)
@1535698822776 s2 (ds9,84)
@1535698822777 s1 (ds3,123,123)
@1535698822824 s4 (123)
@1535698822952 s3 (ds2,138)
@1535698822991 s1 (ds4,172,172)
@1535698823021 s5 (68)
@1535698823063 s2 (ds5,106)
@1535698823124 s4 (170)
@1535698823222 s3 (ds5,148)
@1535698823224 s5 (95)
@1535698823270 s1 (ds5,108,108)
@1535698823340 s2 (ds1,128)
@1535698823421 s4 (120)
@1535698823455 s5 (179)
@1535698823490 s3 (ds9,123)
@1535698823528 s1 (ds4,99,99)
@1535698823593 s2 (ds6,63)
@1535698823671 s4 (145)
@1535698823681 s5 (129)
@1535698823713 s3 (ds6,97)
@1535698823747 s1 (ds9,64,64)
@1535698823807 s2 (ds2,165)
@1535698823896 s4 (91)
@1535698823932 s5 (182)
@1535698823952 s3 (ds6,91)
@1535698823953 s1 (ds9,81,81)
@1535698824036 s2 (ds5,51)
@1535698824133 s4 (163)
@1535698824163 s3 (ds10,62)
@1535698824181 s5 (85)
@1535698824201 s1 (ds3,160,160)
@1535698824288 s2 (ds6,116)
@1535698824344 s4 (108)
@1535698824404 s5 (139)
@1535698824411 s3 (ds1,124)
@1535698824481 s1 (ds7,117,117)
@1535698824533 s2 (ds9,184)
@1535698824607 s4 (169)
@1535698824663 s5 (56)
@1535698824711 s3 (ds1,134)
@1535698824716 s1 (ds3,50,50)
@1535698824747 s2 (ds8,116)
@1535698824890 s4 (97)
@1535698824919 s5 (78)
@1535698824953 s2 (ds8,136)
@1535698824983 s1 (ds9,108,108)
@1535698824989 s3 (ds1,85)
@1535698825153 s4 (72)
@1535698825183 s5 (101)
@1535698825210 s2 (ds8,132)
@1535698825219 s3 (ds6,155)
@1535698825256 s1 (ds3,123,123)
@1535698825405 s4 (84)
@1535698825454 s5 (136)
@1535698825478 s2 (ds2,152)
@1535698825495 s1 (ds10,198,198)
@1535698825514 s3 (ds6,141)
@1535698825684 s5 (126)
@1535698825684 s4 (113)
@1535698825726 s2 (ds7,134)
@1535698825756 s1 (ds6,58,58)
@1535698825766 s3 (ds8,74)
@1535698825900 s4 (80)
@1535698825956 s2 (ds3,98)
@1535698825975 s5 (136)
@1535698825978 s1 (ds2,74,74)
@1535698825992 s3 (ds4,148)
@1535698826172 s4 (144)
@1535698826181 s1 (ds6,69,69)
@1535698826243 s2 (ds9,82)
@1535698826262 s3 (ds4,51)
@1535698826270 s5 (77)
@1535698826397 s4 (128)
@1535698826444 s1 (ds1,158,158)
@1535698826479 s2 (ds5,162)
@1535698826492 s3 (ds6,98)
@1535698826564 s5 (67)
@1535698826633 s4 (123)
@1535698826692 s1 (ds3,65,65)
@1535698826693 s2 (ds5,141)
@1535698826780 s3 (ds5,156)
@1535698826808 s5 (127)
@1535698826860 s4 (153)
@1535698826950 s2 (ds5,149)
@1535698826963 s1 (ds6,102,102)
@1535698827067 s3 (ds10,173)
@1535698827079 s5 (132)
@1535698827092 s4 (106)
@1535698827242 s1 (ds8,186,186)
@1535698827246 s2 (ds1,155)
@1535698827296 s3 (ds1,100)
@1535698827314 s4 (50)
@1535698827376 s5 (80)
@1535698827459 s2 (ds8,174)
@1535698827467 s1 (ds2,120,120)
@1535698827593 s3 (ds9,131)
@1535698827604 s4 (173)
@1535698827612 s5 (174)
@1535698827722 s2 (ds6,136)
@1535698827728 s1 (ds9,161,161)
@1535698827832 s3 (ds6,114)
@1535698827845 s4 (150)
@1535698827851 s5 (110)
@1535698827933 s2 (ds6,95)
@1535698828007 s1 (ds8,177,177)
@1535698828035 s3 (ds2,100)
@1535698828091 s4 (113)
@1535698828109 s5 (60)
@1535698828154 s2 (ds8,109)
@1535698828210 s1 (ds1,107,107)
@1535698828294 s3 (ds7,52)
@1535698828329 s5 (98)
@1535698828371 s4 (131)
@1535698828401 s2 (ds7,61)
@1535698828462 s1 (ds1,144,144)
@1535698828569 s5 (81)
@1535698828593 s3 (ds9,90)
@1535698828606 s4 (116)
@1535698828633 s2 (ds5,155)
@1535698828681 s1 (ds4,123,123)
@1535698828800 s3 (ds2,71)
@1535698828810 s5 (180)
@1535698828903 s4 (164)
@1535698828903 s2 (ds9,82)
@1535698828946 s1 (ds2,-1,57)
@1535698829075 s3 (ds3,183)
@1535698829082 s5 (64)
@1535698829131 s2 (ds4,195)
@1535698829189 s4 (117)
@1535698829198 s1 (ds3,141,141)
@1535698829338 s5 (94)
@1535698829354 s3 (ds7,67)
@1535698829404 s2 (ds6,77)
@1535698829461 s1 (ds6,166,166)
@1535698829467 s4 (79)
@1535698829638 s5 (146)
@1535698829646 s3 (ds7,178)
@1535698829675 s4 (82)
@1535698829678 s2 (ds9,176)
@1535698829683 s1 (ds3,144,144)
@1535698829857 s5 (111)
@1535698829862 s3 (ds3,93)
@1535698829890 s2 (ds8,113)
@1535698829900 s4 (129)
@1535698829902 s1 (ds10,82,82)
@1535698830064 s5 (159)
@1535698830114 s3 (ds4,107)
@1535698830116 s2 (ds2,121)
@1535698830146 s4 (162)
@1535698830182 s1 (ds5,187,187)
@1535698830297 s5 (184)
@1535698830376 s4 (102)
@1535698830393 s3 (ds4,179)
@1535698830401 s2 (ds10,195)
@1535698830468 s1 (ds5,85,85)
@1535698830546 s5 (51)
@1535698830594 s4 (59)
@1535698830671 s3 (ds8,98)
@1535698830687 s2 (ds6,172)
@1535698830690 s1 (ds2,72,72)
@1535698830759 s5 (67)
@1535698830872 s3 (ds9,167)
@1535698830879 s4 (67)
@1535698830921 s2 (ds7,153)
@1535698830968 s1 (ds1,143,143)
@1535698831002 s5 (177)
@1535698831115 s3 (ds2,113)
@1535698831125 s4 (99)
@1535698831183 s1 (ds3,92,92)
@1535698831205 s2 (ds3,194)
@1535698831287 s5 (179)
@1535698831383 s4 (57)
@1535698831389 s1 (ds10,73,73)
@1535698831390 s3 (ds1,67)
@1535698831469 s2 (ds5,189)
@1535698831531 s5 (70)
@1535698831606 s1 (ds3,55,55)
@1535698831630 s4 (186)
@1535698831675 s3 (ds4,94)
@1535698831759 s2 (ds6,191)
@1535698831808 s1 (ds8,157,157)
@1535698831818 s5 (165)
@1535698831910 s4 (167)
@1535698831910 s3 (ds3,116)
@1535698831980 s2 (ds6,127)
@1535698832068 s5 (176)
@1535698832088 s1 (ds4,110,110)
@1535698832112 s3 (ds2,56)
@1535698832145 s4 (190)
@1535698832189 s2 (ds3,145)
@1535698832303 s5 (156)
@1535698832335 s1 (ds10,158,158)
@1535698832384 s3 (ds8,145)
@1535698832392 s2 (ds10,51)
@1535698832420 s4 (62)
@1535698832526 s5 (53)
@1535698832583 s1 (ds1,132,132)
@1535698832637 s4 (55)
@1535698832663 s2 (ds4,123)
@1535698832666 s3 (ds5,111)
@1535698832771 s5 (150)
@1535698832817 s1 (ds2,-1,92)
@1535698832920 s4 (117)
@1535698832948 s3 (ds2,161)
@1535698832960 s2 (ds4,76)
@1535698832990 s5 (151)
@1535698833049 s1 (ds2,-1,165)
@1535698833195 s3 (ds3,92)
@1535698833203 s4 (55)
@1535698833206 s2 (ds3,119)
@1535698833241 s5 (129)
@1535698833319 s1 (ds7,65,65)
@1535698833402 s3 (ds4,126)
@1535698833409 s4 (143)
@1535698833410 s2 (ds7,97)
@1535698833497 s5 (159)
@1535698833558 s1 (ds4,53,53)
@1535698833670 s4 (102)
@1535698833684 s3 (ds6,120)
@1535698833691 s2 (ds4,56)
@1535698833778 s1 (ds1,112,112)
@1535698833785 s5 (191)
@1535698833924 s2 (ds6,58)
@1535698833965 s4 (73)
@1535698833966 s3 (ds9,55)
@1535698834024 s5 (119)
@1535698834037 s1 (ds6,168,168)
@1535698834138 s2 (ds7,131)
@1535698834178 s3 (ds9,50)
@1535698834254 s4 (194)
@1535698834296 s5 (59)
@1535698834328 s1 (ds7,185,185)
@1535698834345 s2 (ds6,71)
@1535698834426 s3 (ds4,162)
@1535698834503 s4 (152)
@1535698834544 s5 (180)
@1535698834547 s2 (ds5,57)
@1535698834605 s1 (ds6,170,170)
@1535698834700 s3 (ds6,192)
@1535698834762 s5 (65)
@1535698834791 s2 (ds7,61)
@1535698834802 s4 (155)
@1535698834835 s1 (ds9,119,119)
@1535698834923 s3 (ds10,72)
@1535698835008 s4 (150)
@1535698835046 s5 (83)
@1535698835052 s2 (ds7,81)
@1535698835086 s1 (ds8,119,119)
@1535698835203 s3 (ds8,90)
@1535698835227 s4 (152)
@1535698835249 s5 (131)
@1535698835252 s2 (ds4,169)
@1535698835359 s1 (ds6,92,92)
@1535698835446 s3 (ds2,68)
@1535698835472 s4 (54)
@1535698835513 s5 (138)
@1535698835545 s2 (ds2,93)
@1535698835560 s1 (ds5,74,74)
@1535698835695 s3 (ds5,75)
@1535698835736 s5 (146)
@1535698835755 s2 (ds7,124)
@1535698835773 s4 (185)
@1535698835782 s1 (ds10,121,121)
@1535698835960 s5 (72)
@1535698835971 s3 (ds7,116)
@1535698835980 s4 (110)
@1535698836003 s2 (ds7,84)
@1535698836078 s1 (ds9,71,71)
@1535698836201 s4 (160)
@1535698836210 s5 (139)
@1535698836243 s3 (ds2,95)
@1535698836263 s2 (ds8,69)
@1535698836292 s1 (ds4,57,57)
@1535698836477 s5 (160)
@1535698836487 s4 (78)
@1535698836511 s3 (ds3,107)
@1535698836525 s1 (ds6,59,59)
@1535698836547 s2 (ds4,67)
@1535698836697 s5 (87)
@1535698836716 s4 (60)
@1535698836727 s3 (ds3,81)
@1535698836772 s1 (ds2,160,160)
@1535698836831 s2 (ds8,120)
@1535698836921 s5 (144)
@1535698836939 s4 (135)
@1535698836960 s3 (ds3,136)
@1535698837021 s1 (ds2,-1,93)
@1535698837040 s2 (ds2,112)
@1535698837174 s5 (93)
@1535698837212 s4 (131)
@1535698837251 s3 (ds8,155)
@1535698837297 s2 (ds8,141)
@1535698837313 s1 (ds9,60,60)
@1535698837443 s5 (196)
@1535698837469 s4 (128)
@1535698837525 s3 (ds8,159)
@1535698837542 s1 (ds6,192,192)
@1535698837543 s2 (ds3,147)
@1535698837658 s5 (130)
@1535698837715 s4 (165)
@1535698837757 s3 (ds5,54)
@1535698837774 s2 (ds7,172)
@1535698837796 s1 (ds6,154,154)
@1535698837948 s5 (56)
@1535698837962 s4 (162)
@1535698838008 s3 (ds2,80)
@1535698838015 s2 (ds3,104)
@1535698838060 s1 (ds1,172,172)
@1535698838170 s5 (177)
@1535698838240 s3 (ds5,127)
@1535698838241 s4 (184)
@1535698838252 s2 (ds4,74)
@1535698838330 s1 (ds5,178,178)
@1535698838427 s5 (139)
@1535698838468 s3 (ds1,102)
@1535698838506 s4 (149)
@1535698838531 s2 (ds9,146)
@1535698838570 s1 (ds8,57,57)
@1535698838666 s5 (100)
@1535698838708 s4 (187)
@1535698838719 s3 (ds8,160)
@1535698838779 s2 (ds4,87)
@1535698838815 s1 (ds1,98,98)
@1535698838901 s5 (114)
@1535698838947 s3 (ds10,126)
@1535698838978 s4 (164)
@1535698839011 s2 (ds7,122)
@1535698839086 s1 (ds5,66,66)
@1535698839133 s5 (111)
@1535698839161 s3 (ds1,129)
@1535698839188 s4 (74)
@1535698839229 s2 (ds9,89)
@1535698839305 s1 (ds4,52,52)
@1535698839383 s3 (ds5,130)
@1535698839397 s5 (191)
@1535698839438 s4 (108)
@1535698839440 s2 (ds7,144)
@1535698839554 s1 (ds2,-1,145)
@1535698839619 s3 (ds1,109)
@1535698839627 s5 (51)
@1535698839644 s4 (198)
@1535698839645 s2 (ds9,168)
@1535698839846 s2 (ds6,69)
@1535698839852 s1 (ds8,125,125)
@1535698839906 s4 (92)
@1535698839907 s5 (51)
@1535698839908 s3 (ds2,88)
@1535698840083 s2 (ds1,137)
@1535698840129 s4 (100)
@1535698840133 s1 (ds3,75,75)
@1535698840143 s5 (158)
@1535698840163 s3 (ds5,173)
@1535698840315 s2 (ds2,116)
@1535698840359 s1 (ds1,144,144)
@1535698840365 s5 (75)
@1535698840377 s3 (ds4,185)
@1535698840384 s4 (117)
@1535698840573 s2 (ds1,81)
@1535698840591 s3 (ds3,91)
@1535698840591 s1 (ds6,104,104)
@1535698840653 s5 (141)
@1535698840656 s4 (91)
@1535698840847 s3 (ds2,66)
@1535698840864 s2 (ds5,118)
@1535698840866 s4 (69)
@1535698840882 s1 (ds3,77,77)
@1535698840892 s5 (134)
@1535698841070 s4 (150)
@1535698841088 s1 (ds10,153,153)
@1535698841108 s3 (ds6,171)
@1535698841162 s2 (ds7,66)
@1535698841172 s5 (176)
@1535698841283 s4 (147)
@1535698841332 s3 (ds10,187)
@1535698841362 s1 (ds8,94,94)
@1535698841375 s5 (75)
@1535698841458 s2 (ds7,59)
@1535698841536 s3 (ds7,178)
@1535698841543 s4 (186)
@1535698841576 s1 (ds1,62,62)
@1535698841620 s5 (56)
@1535698841684 s2 (ds8,98)
@1535698841776 s3 (ds9,157)
@1535698841800 s4 (185)
@1535698841867 s5 (133)
@1535698841871 s1 (ds8,82,82)
@1535698841963 s2 (ds7,120)
@1535698842018 s3 (ds8,53)
@1535698842070 s4 (77)
@1535698842103 s1 (ds7,100,100)
@1535698842153 s5 (55)
@1535698842221 s2 (ds7,115)
@1535698842266 s3 (ds2,125)
@1535698842341 s1 (ds1,66,66)
@1535698842347 s4 (170)
@1535698842391 s5 (77)
@1535698842439 s2 (ds8,124)
@1535698842557 s3 (ds8,146)
@1535698842601 s5 (179)
@1535698842610 s1 (ds1,79,79)
@1535698842637 s4 (52)
@1535698842719 s2 (ds3,53)
@1535698842814 s1 (ds2,-1,179)
@1535698842844 s3 (ds7,123)
@1535698842883 s4 (90)
@1535698842895 s5 (160)
@1535698842921 s2 (ds4,180)
@1535698843062 s3 (ds6,173)
@1535698843096 s1 (ds1,99,99)
@1535698843117 s4 (152)
@1535698843135 s2 (ds9,57)
@1535698843171 s5 (136)
@1535698843306 s3 (ds1,155)
@1535698843373 s5 (69)
@1535698843379 s1 (ds7,77,77)
@1535698843396 s4 (199)
@1535698843400 s2 (ds2,166)
@1535698843545 s3 (ds3,65)
@1535698843597 s4 (145)
@1535698843640 s1 (ds1,-1,111)
@1535698843644 s2 (ds6,161)
@1535698843659 s5 (86)
@1535698843796 s3 (ds4,115)
@1535698843866 s5 (172)
@1535698843867 s2 (ds1,149)
@1535698843872 s4 (129)
@1535698843875 s1 (ds1,115,115)
@1535698844077 s3 (ds6,151)
@1535698844089 s2 (ds1,170)
@1535698844117 s1 (ds7,146,146)
@1535698844161 s5 (58)
@1535698844172 s4 (55)
@1535698844338 s1 (ds3,99,99)
@1535698844349 s2 (ds10,119)
@1535698844357 s3 (ds7,195)
@1535698844402 s5 (97)
@1535698844467 s4 (97)
@1535698844607 s2 (ds9,178)
@1535698844621 s5 (79)
@1535698844638 s1 (ds9,102,102)
@1535698844649 s3 (ds3,106)
@1535698844697 s4 (112)
@1535698844874 s2 (ds1,175)
@1535698844900 s1 (ds3,117,117)
@1535698844911 s5 (184)
@1535698844924 s3 (ds10,90)
@1535698844982 s4 (78)
@1535698845104 s2 (ds6,57)
@1535698845148 s1 (ds9,88,88)
@1535698845149 s5 (111)
@1535698845171 s3 (ds3,142)
@1535698845229 s4 (142)
@1535698845309 s2 (ds10,132)
@1535698845361 s5 (138)
@1535698845371 s1 (ds7,97,97)
@1535698845372 s3 (ds1,188)
@1535698845507 s4 (53)
@1535698845555 s2 (ds3,56)
@1535698845578 s1 (ds8,62,62)
@1535698845608 s3 (ds1,193)
@1535698845652 s5 (77)
@1535698845783 s4 (67)
@1535698845826 s1 (ds5,182,182)
@1535698845831 s2 (ds6,162)
@1535698845872 s5 (163)
@1535698845872 s3 (ds8,174)
@1535698846047 s2 (ds9,73)
@1535698846065 s1 (ds7,194,194)
@1535698846081 s4 (160)
@1535698846118 s3 (ds6,154)
@1535698846142 s5 (179)
@1535698846285 s1 (ds7,88,88)
@1535698846288 s4 (146)
@1535698846307 s2 (ds7,114)
@1535698846405 s3 (ds7,153)
@1535698846407 s5 (112)
@1535698846497 s1 (ds5,59,59)
@1535698846532 s4 (137)
@1535698846554 s2 (ds10,126)
@1535698846626 s3 (ds3,147)
@1535698846645 s5 (138)
@1535698846756 s4 (62)
@1535698846786 s2 (ds9,166)
@1535698846793 s1 (ds6,108,108)
@1535698846858 s3 (ds3,136)
@1535698846916 s5 (113)
@1535698846999 s4 (137)
@1535698847058 s2 (ds7,173)
@1535698847086 s1 (ds2,71,71)
@1535698847122 s3 (ds7,71)
@1535698847190 s5 (198)
@1535698847208 s4 (140)
@1535698847290 s2 (ds1,168)
@1535698847336 s1 (ds8,73,73)
@1535698847354 s3 (ds7,69)
@1535698847445 s5 (130)
@1535698847480 s4 (177)
@1535698847508 s2 (ds9,107)
@1535698847589 s1 (ds7,140,140)
@1535698847631 s3 (ds9,59)
@1535698847711 s5 (166)
@1535698847761 s4 (142)
@1535698847781 s2 (ds4,177)
@1535698847863 s1 (ds6,70,70)
@1535698847918 s3 (ds4,59)
@1535698847940 s5 (70)
@1535698848017 s2 (ds5,160)
@1535698848020 s4 (92)
@1535698848065 s1 (ds1,177,177)
@1535698848120 s3 (ds10,61)
@1535698848181 s5 (188)
@1535698848262 s2 (ds10,157)
@1535698848283 s1 (ds4,64,64)
@1535698848317 s4 (192)
@1535698848333 s3 (ds2,193)
@1535698848440 s5 (145)
@1535698848468 s2 (ds7,75)
@1535698848548 s1 (ds8,132,132)
@1535698848582 s4 (190)
@1535698848616 s3 (ds8,145)
@1535698848691 s2 (ds9,126)
@1535698848694 s5 (159)
@1535698848789 s1 (ds3,114,114)
@1535698848800 s4 (132)
@1535698848912 s3 (ds2,150)
@1535698848937 s2 (ds3,109)
@1535698848983 s5 (94)
@1535698849076 s4 (80)
@1535698849080 s1 (ds3,140,140)
@1535698849172 s2 (ds1,173)
@1535698849190 s3 (ds9,137)
@1535698849240 s5 (67)
@1535698849276 s4 (167)
@1535698849309 s1 (ds8,112,112)
@1535698849417 s3 (ds9,63)
@1535698849453 s2 (ds8,168)
@1535698849507 s4 (157)
@1535698849521 s5 (181)
@1535698849533 s1 (ds8,88,88)
@1535698849679 s3 (ds8,132)
@1535698849684 s2 (ds4,81)
@1535698849714 s4 (132)
@1535698849767 s5 (78)
@1535698849831 s1 (ds5,139,139)
@1535698849896 s3 (ds4,79)
@1535698849966 s2 (ds7,146)
@1535698849984 s4 (100)
@1535698850034 s5 (113)
@1535698850054 s1 (ds5,131,131)
@1535698850131 s3 (ds2,168)
@1535698850191 s2 (ds2,116)
@1535698850219 s4 (60)
@1535698850300 s1 (ds3,112,112)
@1535698850316 s5 (145)
@1535698850357 s3 (ds2,124)
@1535698850432 s4 (82)
@1535698850480 s2 (ds5,75)
@1535698850580 s1 (ds4,117,117)
@1535698850583 s5 (108)
@1535698850607 s3 (ds1,108)
@1535698850706 s2 (ds10,97)
@1535698850707 s4 (120)
@1535698850812 s5 (66)
@1535698850839 s3 (ds7,188)
@1535698850847 s1 (ds8,95,95)
@1535698850994 s4 (67)
@1535698850995 s2 (ds10,66)
@1535698851084 s3 (ds8,189)
@1535698851088 s1 (ds9,118,118)
@1535698851106 s5 (85)
@1535698851201 s4 (96)
@1535698851254 s2 (ds2,118)
@1535698851323 s3 (ds1,158)
@1535698851327 s1 (ds10,186,186)
@1535698851388 s5 (78)
@1535698851432 s4 (139)
@1535698851469 s2 (ds1,103)
@1535698851571 s1 (ds2,-1,187)
@1535698851616 s3 (ds4,96)
@1535698851642 s5 (141)
@1535698851691 s4 (170)
@1535698851746 s2 (ds8,66)
@1535698851843 s3 (ds9,97)
@1535698851865 s1 (ds5,80,80)
@1535698851935 s5 (89)
@1535698851960 s4 (161)
@1535698851969 s2 (ds5,98)
@1535698852105 s3 (ds1,110)
@1535698852165 s1 (ds1,-1,91)
@1535698852176 s2 (ds2,198)
@1535698852208 s5 (153)
@1535698852244 s4 (78)
@1535698852375 s1 (ds4,184,184)
@1535698852402 s3 (ds7,94)
@1535698852422 s2 (ds8,66)
@1535698852444 s5 (115)
@1535698852505 s4 (99)
@1535698852577 s1 (ds1,73,73)
@1535698852660 s3 (ds7,163)
@1535698852667 s2 (ds3,86)
@1535698852671 s5 (144)
@1535698852760 s4 (94)
@1535698852814 s1 (ds7,104,104)
@1535698852886 s3 (ds4,164)
@1535698852917 s5 (150)
@1535698852927 s2 (ds5,159)
@1535698853041 s4 (176)
@1535698853050 s1 (ds8,90,90)
@1535698853153 s3 (ds2,82)
@1535698853163 s5 (181)
@1535698853181 s2 (ds2,165)
@1535698853291 s4 (127)
@1535698853332 s1 (ds2,146,146)
@1535698853405 s3 (ds2,164)
@1535698853420 s5 (113)
@1535698853437 s2 (ds1,194)
@1535698853526 s4 (155)
@1535698853564 s1 (ds4,190,190)
@1535698853631 s5 (88)
@1535698853633 s3 (ds3,150)
@1535698853669 s2 (ds5,57)
@1535698853786 s1 (ds1,188,188)
@1535698853793 s4 (59)
@1535698853889 s3 (ds1,183)
@1535698853912 s2 (ds10,100)
@1535698853916 s5 (184)
@1535698854007 s1 (ds10,119,119)
@1535698854068 s4 (188)
@1535698854165 s3 (ds3,78)
@1535698854191 s2 (ds4,136)
@1535698854213 s5 (90)
@1535698854277 s4 (66)
@1535698854277 s1 (ds1,151,151)
@1535698854408 s3 (ds5,114)
@1535698854455 s5 (51)
@1535698854460 s2 (ds5,72)
@1535698854512 s1 (ds9,90,90)
@1535698854513 s4 (151)
@1535698854688 s5 (56)
@1535698854691 s2 (ds1,129)
@1535698854706 s3 (ds3,95)
@1535698854733 s1 (ds8,117,117)
@1535698854779 s4 (193)
@1535698854914 s3 (ds8,90)
@1535698854965 s5 (154)
@1535698854985 s2 (ds9,114)
@1535698855023 s1 (ds1,56,56)
@1535698855029 s4 (121)
@1535698855125 s3 (ds3,76)
@1535698855188 s2 (ds7,191)
@1535698855242 s5 (172)
@1535698855293 s1 (ds1,107,107)
@1535698855317 s4 (172)
@1535698855383 s3 (ds1,153)
@1535698855423 s2 (ds4,142)
@1535698855534 s5 (77)
@1535698855551 s1 (ds4,139,139)
@1535698855559 s4 (192)
@1535698855609 s3 (ds7,130)
@1535698855637 s2 (ds3,65)
@1535698855768 s4 (118)
@1535698855801 s5 (170)
@1535698855819 s1 (ds8,180,180)
@1535698855872 s2 (ds6,93)
@1535698855874 s3 (ds5,59)
@1535698856024 s4 (167)
@1535698856036 s5 (184)
@1535698856061 s1 (ds7,119,119)
@1535698856085 s3 (ds10,78)
@1535698856172 s2 (ds4,150)
@1535698856251 s5 (138)
@1535698856323 s4 (92)
@1535698856323 s3 (ds10,69)
@1535698856353 s1 (ds4,194,194)
@1535698856420 s2 (ds6,64)
@1535698856525 s4 (168)
@1535698856536 s5 (64)
@1535698856622 s3 (ds5,63)
@1535698856649 s1 (ds7,125,125)
@1535698856721 s2 (ds1,174)
@1535698856777 s4 (83)
@1535698856781 s5 (85)
@1535698856852 s1 (ds1,117,117)
@1535698856896 s3 (ds1,71)
@1535698856988 s4 (142)
@1535698857014 s5 (119)
@1535698857020 s2 (ds9,80)
@1535698857060 s1 (ds5,189,189)
@1535698857197 s3 (ds7,197)
@1535698857205 s4 (61)
@1535698857250 s2 (ds4,53)
@1535698857276 s5 (149)
@1535698857314 s1 (ds1,196,196)
@1535698857439 s4 (193)
@1535698857442 s3 (ds5,198)
@1535698857540 s2 (ds3,137)
@1535698857553 s5 (69)
@1535698857596 s1 (ds2,-1,135)
@1535698857658 s3 (ds4,177)
@1535698857689 s4 (191)
@1535698857754 s5 (149)
@1535698857797 s1 (ds9,144,144)
@1535698857810 s2 (ds9,84)
@1535698857932 s3 (ds4,119)
@1535698857981 s4 (152)
@1535698858040 s2 (ds1,109)
@1535698858045 s5 (112)
@1535698858071 s1 (ds6,175,175)
@1535698858206 s4 (133)
@1535698858218 s3 (ds4,84)
@1535698858294 s2 (ds1,109)
@1535698858311 s5 (138)
@1535698858342 s1 (ds9,181,181)
@1535698858431 s4 (188)
@1535698858481 s3 (ds6,194)
@1535698858523 s2 (ds4,192)
@1535698858552 s5 (83)
@1535698858618 s1 (ds5,146,146)
@1535698858691 s4 (104)
@1535698858726 s3 (ds10,92)
@1535698858803 s2 (ds7,135)
@1535698858812 s5 (194)
@1535698858819 s1 (ds9,64,64)
@1535698858920 s4 (186)
@1535698858967 s3 (ds4,131)
@1535698859008 s2 (ds8,126)
@1535698859043 s1 (ds5,197,197)
@1535698859074 s5 (52)
@1535698859207 s3 (ds1,181)
@1535698859217 s4 (173)
@1535698859262 s2 (ds8,56)
@1535698859309 s1 (ds4,94,94)
@1535698859375 s5 (192)
@1535698859427 s3 (ds6,143)
@1535698859437 s4 (112)
@1535698859492 s2 (ds8,93)
@1535698859572 s1 (ds1,79,79)
@1535698859658 s5 (64)
@1535698859697 s3 (ds8,173)
@1535698859717 s4 (107)
@1535698859782 s2 (ds3,187)
@1535698859832 s1 (ds6,179,179)
@1535698859953 s5 (98)
@1535698859957 s4 (162)
@1535698859987 s3 (ds7,119)
@1535698860062 s2 (ds4,195)
@1535698860079 s1 (ds8,86,86)
@1535698860157 s4 (101)
@1535698860231 s5 (167)
@1535698860250 s3 (ds1,80)
@1535698860320 s1 (ds3,180,180)
@1535698860357 s2 (ds8,192)
@1535698860439 s4 (73)
@1535698860482 s5 (98)
@1535698860544 s1 (ds2,-1,78)
@1535698860550 s3 (ds6,97)
@1535698860593 s2 (ds4,176)
@1535698860684 s4 (63)
@1535698860706 s5 (198)
@1535698860773 s3 (ds2,140)
@1535698860807 s1 (ds9,152,152)
@1535698860818 s2 (ds2,143)
@1535698860904 s4 (57)
@1535698860997 s5 (93)
@1535698861044 s1 (ds4,55,55)
@1535698861056 s3 (ds1,61)
@1535698861090 s2 (ds8,159)
@1535698861185 s4 (93)
@1535698861260 s5 (163)
@1535698861288 s1 (ds6,184,184)
@1535698861333 s2 (ds5,175)
@1535698861346 s3 (ds3,170)
@1535698861407 s4 (135)
@1535698861491 s1 (ds2,-1,100)
@1535698861510 s5 (189)
@1535698861599 s2 (ds6,131)
@1535698861643 s3 (ds3,71)
@1535698861644 s4 (152)
@1535698861727 s5 (152)
@1535698861754 s1 (ds9,73,73)
@1535698861855 s3 (ds7,155)
@1535698861880 s2 (ds5,195)
@1535698861937 s4 (120)
@1535698861942 s5 (122)
@1535698862042 s1 (ds3,96,96)
@1535698862108 s3 (ds5,62)
@1535698862170 s2 (ds1,126)
@1535698862182 s5 (198)
@1535698862228 s4 (118)
@1535698862276 s1 (ds3,189,189)
@1535698862344 s3 (ds7,87)
@1535698862379 s2 (ds8,160)
@1535698862444 s5 (74)
@1535698862476 s4 (166)
@1535698862547 s1 (ds6,192,192)
@1535698862582 s3 (ds5,105)
@1535698862670 s2 (ds4,155)
@1535698862685 s4 (139)
@1535698862731 s5 (120)
@1535698862765 s1 (ds3,156,156)
@1535698862805 s3 (ds3,82)
@1535698862891 s2 (ds5,124)
@1535698862978 s1 (ds7,72,72)
@1535698862985 s4 (88)
@1535698862995 s5 (164)
